ID,Job_Title,Salary_Estimate,Rating,Company_Name,States,Location,Headquarters,Size,Founded,Type_of_ownership,Industry,Sector,Revenue,Competitors,Hourly,Employer_provided,Lower_Salary,Upper_Salary,Avg_SalaryK,Age,Python,spark,aws,excel,sql_,sas,keras,pytorch,scikit,tensor,hadoop,tableau,bi,flink,mongo,google_an,job_title_sim,seniority_by_title,Degree
82,Data Scientist,$100K-$160K ,4.5,Johns Hopkins University Applied Physics Laboratory,MD,"Laurel, MD","Laurel, MD",5001 - 10000,1942,Nonprofit Organization,Aerospace & Defense,Aerospace & Defense,$1 to $2 billion (USD),"MIT Lincoln Laboratory, Lockheed Martin, Northrop Grumman",0,0,100,160,130,79,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,na,na
83,Data Analyst,$55K-$100K ,4.3,Productive Edge,IL,"Chicago, IL","Chicago, IL",51 - 200,2008,Company - Private,Computer Hardware & Software,Information Technology,$10 to $25 million (USD),"Numerator, Rise Interactive, Salom",0,0,55,100,77.5,13,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,analyst,na,na
84,Data Engineer,$60K-$114K ,4,Excella Consulting,VA,"Arlington, VA","Arlington, VA",201 - 500,2002,Company - Private,Consulting,Business Services,$50 to $100 million (USD),Unknown,0,0,60,114,87,19,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,data engineer,na,na
85,Data Analyst,$39K-$68K ,4.4,Gensco,WA,"Tacoma, WA","Tacoma, WA",501 - 1000,1948,Company - Private,Wholesale,Business Services,$100 to $500 million (USD),Unknown,0,0,39,68,53.5,73,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,analyst,na,na
86,Staff Data Scientist - Technology,$106K-$172K ,3.2,Walmart,TX,"Plano, TX","Bentonville, AR",10000+,1962,Company - Public,"Department, Clothing, & Shoe Stores",Retail,$10+ billion (USD),"Target, Costco Wholesale, Amazon",0,0,106,172,139,59,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,data scientist,na,M
87,Data Scientist,$86K-$142K ,3.8,Logic20/20,CA,"San Jose, CA","Seattle, WA",201 - 500,2005,Company - Private,Consulting,Business Services,$25 to $50 million (USD),Unknown,0,0,86,142,114,16,1,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,data scientist,na,M
88,Data Scientist,$64K-$107K ,4.2,goTRG,FL,"Miami, FL","Miami, FL",501 - 1000,2008,Company - Private,Enterprise Software & Network Solutions,Information Technology,$100 to $500 million (USD),Unknown,0,0,64,107,85.5,13,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,data scientist,na,na
89,Data Management Specialist,$31K-$65K ,4.5,NMR Consulting,AL,"Huntsville, AL","Chantilly, VA",51 - 200,1996,Company - Private,IT Services,Information Technology,$25 to $50 million (USD),Unknown,0,0,31,65,48,25,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,na,na,na
90,E-Commerce Data Analyst,$34K-$62K ,3.5,iSeatz,LA,"New Orleans, LA","New Orleans, LA",51 - 200,1999,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,Unknown,0,0,34,62,48,22,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,analyst,na,na
91,Sr. Scientist II,$117K-$231K ,3.5,Nektar Therapeutics,CA,"San Francisco, CA","San Francisco, CA",201 - 500,1990,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$100 to $500 million (USD),"Bristol-Myers Squibb, Merck, GlaxoSmithKline",0,0,117,231,174,31,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,other scientist,sr,M
92,Insurance Data Scientist,$64K-$106K ,3.9,TransUnion,GA,"Atlanta, GA","Chicago, IL",5001 - 10000,1968,Company - Public,Financial Analytics & Research,Finance,$1 to $2 billion (USD),Unknown,0,0,64,106,85,53,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,data scientist,na,na
93,Data Modeler,$79K-$134K ,4.7,IT Concepts,MD,"Landover, MD","Vienna, VA",51 - 200,2003,Company - Private,IT Services,Information Technology,$10 to $25 million (USD),Unknown,0,0,79,134,106.5,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data modeler,na,na
94,Data Analyst / Scientist,$52K-$93K ,4.2,Scientific Research Corporation,MD,"Patuxent River, MD","Atlanta, GA",1001 - 5000,1988,Company - Private,IT Services,Information Technology,$100 to $500 million (USD),Unknown,0,0,52,93,72.5,33,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,analyst,na,na
95,Scientist,$55K-$116K ,3.4,General Dynamics Information Technology,MD,"Suitland, MD","Fairfax, VA",10000+,1996,Subsidiary or Business Segment,IT Services,Information Technology,$10+ billion (USD),"SAIC, Leidos, Northrop Grumman",0,0,55,116,85.5,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,other scientist,na,M
96,Data Scientist,$72K-$123K ,3.2,MITRE,VA,"McLean, VA","Bedford, MA",5001 - 10000,1958,Nonprofit Organization,Federal Agencies,Government,$1 to $2 billion (USD),"Battelle, General Atomics, SAIC",0,0,72,123,97.5,63,1,0,0,1,1,1,0,0,0,0,0,1,1,0,1,0,data scientist,na,na
97,Data Scientist,$74K-$124K ,3.9,The Buffalo Group,VA,"Fort Belvoir, VA","Reston, VA",501 - 1000,2010,Company - Private,IT Services,Information Technology,$100 to $500 million (USD),"ManTech, Booz Allen Hamilton, Leidos",0,0,74,124,99,11,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,data scientist,na,na
98,Data Analyst,$40K-$73K ,3.1,DentaQuest,WI,"Milwaukee, WI","Boston, MA",1001 - 5000,2001,Company - Private,Insurance Carriers,Insurance,$2 to $5 billion (USD),"MCNA Dental Plans, United Concordia, Delta Dental Plans Association",0,0,40,73,56.5,20,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,analyst,na,na
99,Lead Data Scientist,$102K-$164K ,4.1,Redjack,MD,"Silver Spring, MD","Silver Spring, MD",Jan-50,2007,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable,Unknown,0,0,102,164,133,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,sr,na
100,Data Scientist,$89K-$153K ,3.8,7Park Data,NY,"New York, NY","New York, NY",51 - 200,2012,Company - Private,Research & Development,Business Services,Unknown / Non-Applicable,Unknown,0,0,89,153,121,9,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,data scientist,na,na
101,Data Scientist,$61K-$110K ,4.7,Rapid Response Monitoring,NY,"Syracuse, NY","Syracuse, NY",501 - 1000,1992,Company - Private,Security Services,Business Services,Unknown / Non-Applicable,"COPS Monitoring, National Monitoring Center, Affiliated Monitoring",0,0,61,110,85.5,29,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,data scientist,na,M
102,"Data Scientist, Rice University",$65K-$110K ,4.3,Trilogy Ed,TX,"Houston, TX","New York, NY",1001 - 5000,2015,Subsidiary or Business Segment,Education Training Services,Education,Unknown / Non-Applicable,"General Assembly, Kaplan University, Ironhack",0,0,65,110,87.5,6,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,data scientist,na,na
103,Senior Data Scientist,$200K-$275K,4.2,Gallup,DC,"Washington, DC","Washington, DC",1001 - 5000,1935,Company - Private,Consulting,Business Services,Unknown / Non-Applicable,"Advisory Board, Booz Allen Hamilton, McKinsey & Company",0,0,200,275,237.5,86,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,sr,M
104,Data Engineer,$68K-$123K ,3.9,CapTech,NC,"Charlotte, NC","Richmond, VA",1001 - 5000,1997,Company - Private,IT Services,Information Technology,$100 to $500 million (USD),"Accenture, North Highland, Deloitte",0,0,68,123,95.5,24,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,data engineer,na,M
105,Senior Data Scientist,$80K-$129K ,3.3,American Axle & Manufacturing,MI,"Southfield, MI","Detroit, MI",10000+,1994,Company - Public,Transportation Equipment Manufacturing,Manufacturing,$5 to $10 billion (USD),Unknown,0,0,80,129,104.5,27,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,data scientist,sr,M
106,Financial Data Analyst,$41K-$72K ,4.7,CentralReach,NJ,"Matawan, NJ","Pompano Beach, FL",201 - 500,2012,Company - Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,"DataFinch Technologies, Accupoint Software Solution, CodeMetro",0,0,41,72,56.5,9,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,analyst,na,na
107,Senior Data Analyst,$39K-$71K ,4.3,Integrate,AZ,"Phoenix, AZ","Phoenix, AZ",201 - 500,2010,Company - Private,Enterprise Software & Network Solutions,Information Technology,$25 to $50 million (USD),Unknown,0,0,39,71,55,11,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,analyst,sr,na
108,Research Scientist,$38K-$85K ,2.9,Boys Town Hospital,NE,"Omaha, NE","Omaha, NE",1001 - 5000,1977,Hospital,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable,"Nebraska Medicine, Children's Hospital & Medical Center, Methodist Health System - NE and IA",0,0,38,85,61.5,44,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,other scientist,na,P
109,Data Scientist,$121K-$193K ,4.5,Demandbase,CA,"San Francisco, CA","San Francisco, CA",201 - 500,2006,Company - Private,Computer Hardware & Software,Information Technology,$100 to $500 million (USD),"Engagio, Bombora, Terminus",0,0,121,193,157,15,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,na,na
110,Data Engineer,$54K-$102K ,3.4,Sapphire Digital,NJ,"Lyndhurst, NJ","Lyndhurst, NJ",201 - 500,2019,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,"Zocdoc, Healthgrades",0,0,54,102,78,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,data engineer,na,na
111,Data Scientist,$83K-$144K ,3.7,Takeda Pharmaceuticals,MA,"Cambridge, MA","OSAKA, Japan",10000+,1781,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),"Novartis, Baxter, Pfizer",0,0,83,144,113.5,240,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,data scientist,na,M
112,Data Scientist,$120K-$160K ,4.6,<intent>,NY,"New York, NY","New York, NY",51 - 200,2009,Company - Private,Internet,Information Technology,$100 to $500 million (USD),"Clicktripz, SmarterTravel",0,0,120,160,140,12,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,na,na
113,Data Scientist,$102K-$163K ,3.2,Formation,CA,"San Francisco, CA","San Francisco, CA",51 - 200,2015,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,Unknown,0,0,102,163,132.5,6,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,data scientist,na,M
114,Data Engineer,$76K-$140K ,4,Autodesk,CA,"San Francisco, CA","San Rafael, CA",5001 - 10000,1982,Company - Public,Computer Hardware & Software,Information Technology,$2 to $5 billion (USD),Unknown,0,0,76,140,108,39,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,data engineer,na,M
115,Ag Data Scientist,$60K-$101K ,4.6,Beck's Hybrids,IN,"Atlanta, IN","Atlanta, IN",501 - 1000,1937,Company - Private,Farm Support Services,Agriculture & Forestry,$50 to $100 million (USD),Unknown,0,0,60,101,80.5,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,na,na
116,Data Scientist,$82K-$133K ,2.8,DrFirst,MD,"Rockville, MD","Rockville, MD",201 - 500,2000,Company - Private,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable,Unknown,0,0,82,133,107.5,21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,na,M
117,Data Engineer,$65K-$125K ,4.7,Object Partners,MN,"Minneapolis, MN","Minneapolis, MN",51 - 200,1996,Company - Private,Consulting,Business Services,$25 to $50 million (USD),"Solution Design Group, Intertech (Minnesota)",0,0,65,125,95,25,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,data engineer,na,na
118,Data Scientist II,$91K-$148K ,3,L.A. Care Health Plan,CA,"Los Angeles, CA","Los Angeles, CA",1001 - 5000,1997,Nonprofit Organization,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable,"Health Net, Kaiser Permanente, Molina Healthcare",0,0,91,148,119.5,24,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,data scientist,na,M
119,Senior Data Engineer,$95K-$173K ,3.2,Red Ventures,NC,"Charlotte, NC","Fort Mill, SC",1001 - 5000,2000,Company - Private,Advertising & Marketing,Business Services,$1 to $2 billion (USD),"Clearlink, Credit Karma, LendingTree",0,0,95,173,134,21,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,data engineer,sr,na
120,Data Scientist,$77K-$124K ,4.4,Quick Base,MA,"Cambridge, MA","Cambridge, MA",201 - 500,1999,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,Unknown,0,0,77,124,100.5,22,1,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,data scientist,na,na
121,Data Scientist,$80K-$135K ,3.5,The E.W. Scripps Company,OH,"Cincinnati, OH","Cincinnati, OH",1001 - 5000,1878,Company - Public,TV Broadcast & Cable Networks,Media,$500 million to $1 billion (USD),Unknown,0,0,80,135,107.5,143,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,data scientist,na,M
122,Data Engineer,$85K-$159K ,4,Upside Business Travel,DC,"Washington, DC","Washington, DC",51 - 200,2015,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,Unknown,0,0,85,159,122,6,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,data engineer,na,na
123,Data Engineer,$80K-$105K,4.3,Equity Residential,IL,"Chicago, IL","Chicago, IL",1001 - 5000,1993,Company - Public,Real Estate,Real Estate,$2 to $5 billion (USD),"UDR, AvalonBay Communities, Essex Property Trust",0,0,80,105,92.5,28,1,1,0,1,1,0,0,0,0,0,1,0,0,0,1,0,data engineer,na,na
124,Data Analyst,$43K-$81K ,2.3,Synagro,MD,"Baltimore, MD","Baltimore, MD",501 - 1000,1986,Company - Private,Research & Development,Business Services,$100 to $500 million (USD),Unknown,0,0,43,81,62,35,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,analyst,na,na
125,Project Scientist,$29K-$50K ,4,Alliance Source Testing,AL,"Alabaster, AL","Decatur, AL",51 - 200,2000,Other Organization,Architectural & Engineering Services,Business Services,$25 to $50 million (USD),Unknown,0,0,29,50,39.5,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,other scientist,na,na
126,Data Scientist,$82K-$133K ,3.6,Accuride International,CA,"Santa Fe Springs, Los Angeles, CA","Santa Fe Springs, CA",1001 - 5000,1966,Company - Private,Industrial Manufacturing,Manufacturing,$100 to $500 million (USD),Unknown,0,0,82,133,107.5,55,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,data scientist,na,M
127,Data Analytics Manager,$26K-$55K ,3.8,Full Potential Solutions,MO,"Kansas City, MO","Kansas City, MO",501 - 1000,2017,Company - Private,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable,Unknown,0,0,26,55,40.5,4,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,Data scientist project manager,na,na
128,Senior Machine Learning (ML) Engineer / Data Scientist - Cyber Security Analytics,$61K-$118K ,3.7,Visa Inc.,VA,"Ashburn, VA","Foster City, CA",10000+,1958,Company - Public,IT Services,Information Technology,$10+ billion (USD),"American Express, Mastercard, Discover",0,0,61,118,89.5,63,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,data scientist,sr,M
129,Data Scientist,$60K-$102K ,4.4,Maven Wave Partners,IL,"Chicago, IL","Chicago, IL",201 - 500,2008,Company - Private,Consulting,Business Services,$50 to $100 million (USD),Unknown,0,0,60,102,81,13,1,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,data scientist,na,na
130,Senior Data Scientist,$112K-$182K ,4,Novetta,VA,"Herndon, VA","Mc Lean, VA",501 - 1000,2012,Company - Private,Enterprise Software & Network Solutions,Information Technology,$100 to $500 million (USD),"Leidos, CACI International, Booz Allen Hamilton",0,0,112,182,147,9,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,data scientist,sr,na
131,Data Scientist,$64K-$106K ,3.2,"First Command Financial Services, Inc.",TX,"Fort Worth, TX","Fort Worth, TX",1001 - 5000,1958,Company - Private,Brokerage Services,Finance,$100 to $500 million (USD),"USAA, Navy Federal Credit Union, Raymond James Financial",0,0,64,106,85,63,1,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,data scientist,na,na
132,Associate Scientist,F,2.9,Pharmavite,CA,"Valencia, CA","West Hills, CA",1001 - 5000,1971,Company - Private,Consumer Products Manufacturing,Manufacturing,$1 to $2 billion (USD),"The Nature's Bounty Co., Schiff Nutrition International",0,0,51,112,81.5,50,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,other scientist,na,M
133,"Scientist 2, QC Viral Vector",$113K-$223K ,3.8,BioMarin Pharmaceutical,CA,"Novato, CA","San Rafael, CA",1001 - 5000,1997,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$500 million to $1 billion (USD),"Genentech, Ultragenyx Pharmaceutical, Gilead Sciences",0,0,113,223,168,24,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,other scientist,na,P
134,Machine Learning Engineer,$72K-$129K ,4.3,Stratagem Group,CO,"Aurora, CO","Aurora, CO",Jan-50,2007,Company - Private,Aerospace & Defense,Aerospace & Defense,Unknown / Non-Applicable,Unknown,0,0,72,129,100.5,14,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,machine learning engineer,na,na
135,Data Scientist/ML Engineer,$71K-$123K ,3.4,PA Consulting,NY,"New York, NY","London, United Kingdom",1001 - 5000,1943,Company - Private,Consulting,Business Services,$100 to $500 million (USD),"McKinsey & Company, Accenture, Deloitte",0,0,71,123,97,78,1,1,0,1,1,0,0,0,0,0,1,1,0,0,1,0,data scientist,na,M
136,Data Scientist,$64K-$106K ,4.1,ManTech,VA,"Chantilly, VA","Herndon, VA",5001 - 10000,1968,Company - Public,Research & Development,Business Services,$1 to $2 billion (USD),Unknown,0,0,64,106,85,53,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,data scientist,na,na
137,Customer Data Scientist,$118K-$189K ,4.3,h2o.ai,CA,"Mountain View, CA","Mountain View, CA",201 - 500,2011,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,Unknown,0,0,118,189,153.5,10,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,data scientist,na,M
138,Data Engineer,$120K-$145K,5,Gridiron IT,FL,"Tampa, FL","Reston, VA",51 - 200,2017,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable,Unknown,0,1,120,145,132.5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data engineer,na,na
139,Data Engineer,$80K-$120K ,4.3,Productive Edge,IL,"Chicago, IL","Chicago, IL",51 - 200,2008,Company - Private,Computer Hardware & Software,Information Technology,$10 to $25 million (USD),"Numerator, Rise Interactive, Salom",0,0,80,120,100,13,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,data engineer,na,na
140,Sr. Data Scientist,$80K-$130K ,3.7,Evolve Vacation Rental,CO,"Denver, CO","Denver, CO",201 - 500,2011,Company - Private,Travel Agencies,Travel & Tourism,Unknown / Non-Applicable,Unknown,0,0,80,130,105,10,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,data scientist,sr,M
141,Data Engineer 4 - Contract,$59K-$115K ,4.2,The Church of Jesus Christ of Latter-day Saints,UT,"Riverton, UT","Salt Lake City, UT",10000+,-1,Nonprofit Organization,Religious Organizations,Non-Profit,Unknown / Non-Applicable,Unknown,0,0,59,115,87,-1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,data engineer,na,M
142,Data Analyst - Asset Management,$71K-$136K ,4.3,Maximus Real Estate Partners,CA,"San Francisco, CA","San Francisco, CA",51 - 200,2013,Company - Private,Real Estate,Real Estate,Unknown / Non-Applicable,"Greystar, The Related Companies, Prometheus Real Estate Group",0,0,71,136,103.5,8,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,analyst,na,na
143,Senior Research Scientist - Embedded System Development for DevOps,$81K-$167K ,2.6,Software Engineering Institute,PA,"Pittsburgh, PA","Pittsburgh, PA",501 - 1000,1984,College / University,Colleges & Universities,Education,Unknown / Non-Applicable,Unknown,0,0,81,167,124,37,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,other scientist,sr,M
144,Data Scientist - Bioinformatics,$49K-$85K ,3.8,PNNL,WA,"Richland, WA","Richland, WA",1001 - 5000,1965,Government,Energy,"Oil, Gas, Energy & Utilities",$500 million to $1 billion (USD),"Oak Ridge National Laboratory, National Renewable Energy Lab, Los Alamos National Laboratory",0,0,49,85,67,56,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,na,P
145,Data Engineer,$60K-$114K ,3.9,AVANADE,DC,"Washington, DC","Seattle, WA",10000+,2000,Company - Private,IT Services,Information Technology,$2 to $5 billion (USD),"Slalom, Cognizant Technology Solutions, Deloitte",0,0,60,114,87,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data engineer,na,M
146,Customer Data Scientist/Sales Engineer,$71K-$204K ,4.3,h2o.ai,IL,"Chicago, IL","Mountain View, CA",201 - 500,2011,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,Unknown,0,0,71,204,137.5,10,1,1,1,1,0,0,1,0,1,1,1,0,0,0,0,0,data scientist,na,P
147,Lead Data Scientist,$75K-$125K ,3.8,PatientPoint,OH,"Cincinnati, OH","Cincinnati, OH",201 - 500,1987,Company - Private,Advertising & Marketing,Business Services,$100 to $500 million (USD),"Outcome Health, Health Media Network, Mesmerize Marketing",0,0,75,125,100,34,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,data scientist,sr,M
148,MongoDB Data Engineer II,$77K-$136K ,3.8,BlueCross BlueShield of Tennessee,TN,"Chattanooga, TN","Chattanooga, TN",5001 - 10000,1945,Nonprofit Organization,Insurance Carriers,Insurance,$5 to $10 billion (USD),Unknown,0,0,77,136,106.5,76,0,0,0,1,1,1,0,0,0,0,0,1,0,0,1,0,data engineer,na,na
149,Senior Data Scientist Statistics,$74K-$123K ,3.8,PNNL,WA,"Richland, WA","Richland, WA",1001 - 5000,1965,Government,Energy,"Oil, Gas, Energy & Utilities",$500 million to $1 billion (USD),"Oak Ridge National Laboratory, National Renewable Energy Lab, Los Alamos National Laboratory",0,0,74,123,98.5,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,sr,P
150,Senior Data Analyst,$44K-$78K ,4.8,KnowBe4,FL,"Clearwater, FL","Clearwater, FL",501 - 1000,2010,Company - Private,Security Services,Business Services,$100 to $500 million (USD),Unknown,0,0,44,78,61,11,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,analyst,sr,M
151,Senior Spark Engineer (Data Science),$65K-$148K ,4.4,KSM Consulting,IN,"Indianapolis, IN","Indianapolis, IN",51 - 200,2008,Company - Private,Consulting,Business Services,Unknown / Non-Applicable,Unknown,0,0,65,148,106.5,13,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,data scientist,sr,na
152,Data Engineer,$59K-$110K ,3.9,Cogo Labs,MA,"Cambridge, MA","Cambridge, MA",51 - 200,2005,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,Unknown,0,0,59,110,84.5,16,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,data engineer,na,na
153,BI & Platform Analytics Manager,$85K-$134K ,3.4,Church & Dwight,NJ,"Ewing, NJ","Ewing, NJ",1001 - 5000,1846,Company - Public,Consumer Products Manufacturing,Manufacturing,$2 to $5 billion (USD),Unknown,0,0,85,134,109.5,175,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,Data scientist project manager,na,M
154,Lead Data Scientist,$124K-$204K ,3.6,MassMutual,MA,"Boston, MA","Springfield, MA",5001 - 10000,1851,Company - Private,Insurance Carriers,Insurance,$10+ billion (USD),Unknown,0,0,124,204,164,170,1,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,data scientist,sr,P
155,"Sr. Data Scientist - Analytics, Personalized Healthcare (PHC)",$131K-$207K ,3.9,Genentech,CA,"South San Francisco, CA","South San Francisco, CA",10000+,1976,Subsidiary or Business Segment,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),Unknown,0,0,131,207,169,45,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,data scientist,sr,P
156,Senior Data Scientist,$110K-$174K ,3.8,Juniper Networks,CA,"Cupertino, CA","Sunnyvale, CA",5001 - 10000,1996,Company - Public,Telecommunications Services,Telecommunications,$2 to $5 billion (USD),Unknown,0,0,110,174,142,25,1,1,1,1,0,0,0,0,1,1,0,0,0,1,0,0,data scientist,sr,P
